2025-05-21 18:04:18.313 UTC | INFO     | apscheduler.scheduler     | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2025-05-21 18:16:16.657 UTC | INFO     | app.app                   | Type of power_info['values']: <class 'dict'>
2025-05-21 18:16:16.657 UTC | INFO     | app.app                   | Keys in power_info['values']: ['BatteryWattHours', 'SolarInputWatts', 'PowerDrawWatts', 'NetPowerWatts', 'Timestamp']
2025-05-21 18:16:16.882 UTC | INFO     | app.app                   | Force refresh requested for power (m204). Bypassing cache.
2025-05-21 18:16:16.882 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:16.906 UTC | INFO     | app.app                   | Force refresh requested for ctd (m204). Bypassing cache.
2025-05-21 18:16:16.906 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:16.933 UTC | INFO     | app.app                   | Force refresh requested for weather (m204). Bypassing cache.
2025-05-21 18:16:16.933 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:16.949 UTC | INFO     | app.app                   | Latitude/Longitude not provided for forecast. Attempting to infer from telemetry for mission m204.
2025-05-21 18:16:16.949 UTC | INFO     | app.app                   | Force refresh requested for telemetry (m204). Bypassing cache.
2025-05-21 18:16:16.949 UTC | INFO     | app.app                   | Attempting remote load for telemetry (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:16.977 UTC | INFO     | app.app                   | Force refresh requested for waves (m204). Bypassing cache.
2025-05-21 18:16:16.977 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:17.070 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for power (m204). Will try next path.
2025-05-21 18:16:17.070 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:17.101 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for telemetry (m204). Will try next path.
2025-05-21 18:16:17.101 UTC | INFO     | app.app                   | Attempting remote load for telemetry (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:17.125 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for waves (m204). Will try next path.
2025-05-21 18:16:17.125 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:17.150 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for ctd (m204). Will try next path.
2025-05-21 18:16:17.156 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:17.183 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for weather (m204). Will try next path.
2025-05-21 18:16:17.183 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:17.259 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for power (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Amps%20Power%20Summary%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:17.259 UTC | WARNING  | app.app                   | All remote load attempts failed for power (m204). Falling back to default local.
2025-05-21 18:16:17.259 UTC | INFO     | app.app                   | Attempting fallback local load for power (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:17.269 UTC | INFO     | app.app                   | CACHE STORE: Storing power for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:17.335 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for ctd (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Seabird%20CTD%20Records%20with%20D.O..csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:17.335 UTC | WARNING  | app.app                   | All remote load attempts failed for ctd (m204). Falling back to default local.
2025-05-21 18:16:17.337 UTC | INFO     | app.app                   | Attempting fallback local load for ctd (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:17.716 UTC | INFO     | app.app                   | CACHE STORE: Storing ctd for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:17.781 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for waves (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/GPS%20Waves%20Sensor%20Data.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:17.781 UTC | WARNING  | app.app                   | All remote load attempts failed for waves (m204). Falling back to default local.
2025-05-21 18:16:17.781 UTC | INFO     | app.app                   | Attempting fallback local load for waves (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:17.797 UTC | INFO     | app.app                   | CACHE STORE: Storing waves for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:17.823 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for weather (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Weather%20Records%202.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:17.823 UTC | WARNING  | app.app                   | All remote load attempts failed for weather (m204). Falling back to default local.
2025-05-21 18:16:17.823 UTC | INFO     | app.app                   | Attempting fallback local load for weather (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:17.848 UTC | INFO     | app.app                   | CACHE STORE: Storing weather for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:17.873 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for telemetry (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Telemetry%206%20Report%20by%20WGMS%20Datetime.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:17.873 UTC | WARNING  | app.app                   | All remote load attempts failed for telemetry (m204). Falling back to default local.
2025-05-21 18:16:17.876 UTC | INFO     | app.app                   | Attempting fallback local load for telemetry (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:17.926 UTC | INFO     | app.app                   | CACHE STORE: Storing telemetry for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:17.941 UTC | INFO     | app.app                   | Inferred location for mission m204: Lat=45.59302324, Lon=-61.95577816
2025-05-21 18:16:17.941 UTC | INFO     | app.core.forecast         | Attempting to fetch marine forecast from: https://api.open-meteo.com/v1/marine?latitude=45.59302324&longitude=-61.95577816&hourly=wave_height,wave_direction,wave_period,windspeed_10m,winddirection_10m,ocean_current_velocity,ocean_current_direction,weathercode,temperature_2m,precipitation&timezone=GMT
2025-05-21 18:16:18.665 UTC | WARNING  | app.core.forecast         | HTTPStatusError when fetching https://api.open-meteo.com/v1/marine: 404 - Client error '404 Not Found' for url 'https://api.open-meteo.com/v1/marine?latitude=45.59302324&longitude=-61.95577816&hourly=wave_height%2Cwave_direction%2Cwave_period%2Cwindspeed_10m%2Cwinddirection_10m%2Cocean_current_velocity%2Cocean_current_direction%2Cweathercode%2Ctemperature_2m%2Cprecipitation&timezone=GMT'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:18.665 UTC | WARNING  | app.core.forecast         | Marine forecast API returned 404 for lat=45.59302324, lon=-61.95577816. Falling back to general forecast.
2025-05-21 18:16:18.665 UTC | INFO     | app.core.forecast         | Attempting to fetch general forecast from: https://api.open-meteo.com/v1/forecast?latitude=45.59302324&longitude=-61.95577816&hourly=temperature_2m,weathercode,precipitation,windspeed_10m,winddirection_10m&timezone=GMT
2025-05-21 18:16:20.221 UTC | INFO     | app.app                   | Force refresh requested for power (m204). Bypassing cache.
2025-05-21 18:16:20.221 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:20.240 UTC | INFO     | app.app                   | Force refresh requested for ctd (m204). Bypassing cache.
2025-05-21 18:16:20.240 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:20.254 UTC | INFO     | app.app                   | Force refresh requested for weather (m204). Bypassing cache.
2025-05-21 18:16:20.254 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:20.267 UTC | INFO     | app.app                   | Force refresh requested for waves (m204). Bypassing cache.
2025-05-21 18:16:20.275 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:20.293 UTC | INFO     | app.app                   | Force refresh requested for ais (m204). Bypassing cache.
2025-05-21 18:16:20.293 UTC | INFO     | app.app                   | Attempting remote load for ais (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:20.307 UTC | INFO     | app.app                   | Force refresh requested for errors (m204). Bypassing cache.
2025-05-21 18:16:20.307 UTC | INFO     | app.app                   | Attempting remote load for errors (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:20.403 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for weather (m204). Will try next path.
2025-05-21 18:16:20.403 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:20.427 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for power (m204). Will try next path.
2025-05-21 18:16:20.427 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:20.437 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for ctd (m204). Will try next path.
2025-05-21 18:16:20.437 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:20.472 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for waves (m204). Will try next path.
2025-05-21 18:16:20.472 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:20.488 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for ais (m204). Will try next path.
2025-05-21 18:16:20.488 UTC | INFO     | app.app                   | Attempting remote load for ais (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:20.508 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for errors (m204). Will try next path.
2025-05-21 18:16:20.508 UTC | INFO     | app.app                   | Attempting remote load for errors (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:20.550 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for weather (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Weather%20Records%202.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:20.550 UTC | WARNING  | app.app                   | All remote load attempts failed for weather (m204). Falling back to default local.
2025-05-21 18:16:20.550 UTC | INFO     | app.app                   | Attempting fallback local load for weather (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:20.580 UTC | INFO     | app.app                   | CACHE STORE: Storing weather for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:20.580 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for power (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Amps%20Power%20Summary%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:20.580 UTC | WARNING  | app.app                   | All remote load attempts failed for power (m204). Falling back to default local.
2025-05-21 18:16:20.580 UTC | INFO     | app.app                   | Attempting fallback local load for power (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:20.593 UTC | INFO     | app.app                   | CACHE STORE: Storing power for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:20.593 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for waves (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/GPS%20Waves%20Sensor%20Data.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:20.593 UTC | WARNING  | app.app                   | All remote load attempts failed for waves (m204). Falling back to default local.
2025-05-21 18:16:20.593 UTC | INFO     | app.app                   | Attempting fallback local load for waves (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:20.609 UTC | INFO     | app.app                   | CACHE STORE: Storing waves for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:20.612 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for ctd (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Seabird%20CTD%20Records%20with%20D.O..csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:20.612 UTC | WARNING  | app.app                   | All remote load attempts failed for ctd (m204). Falling back to default local.
2025-05-21 18:16:20.612 UTC | INFO     | app.app                   | Attempting fallback local load for ctd (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:20.783 UTC | INFO     | app.app                   | CACHE STORE: Storing ctd for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:20.783 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for ais (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/AIS%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:20.783 UTC | WARNING  | app.app                   | All remote load attempts failed for ais (m204). Falling back to default local.
2025-05-21 18:16:20.783 UTC | INFO     | app.app                   | Attempting fallback local load for ais (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:20.799 UTC | INFO     | app.app                   | CACHE STORE: Storing ais for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:20.799 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for errors (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Vehicle%20Error%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:20.799 UTC | WARNING  | app.app                   | All remote load attempts failed for errors (m204). Falling back to default local.
2025-05-21 18:16:20.799 UTC | INFO     | app.app                   | Attempting fallback local load for errors (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:20.815 UTC | INFO     | app.app                   | CACHE STORE: Storing errors for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:20.926 UTC | INFO     | app.app                   | --- Debugging Template Context ---
2025-05-21 18:16:20.926 UTC | INFO     | app.app                   | Type of power_info: <class 'dict'>
2025-05-21 18:16:20.942 UTC | INFO     | app.app                   | Keys in power_info: ['values', 'latest_timestamp_str', 'time_ago_str']
2025-05-21 18:16:20.942 UTC | INFO     | app.app                   | Type of power_info['values']: <class 'dict'>
2025-05-21 18:16:20.942 UTC | INFO     | app.app                   | Keys in power_info['values']: ['BatteryWattHours', 'SolarInputWatts', 'PowerDrawWatts', 'NetPowerWatts', 'Timestamp']
2025-05-21 18:16:21.339 UTC | INFO     | app.app                   | Force refresh requested for power (m204). Bypassing cache.
2025-05-21 18:16:21.339 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:21.365 UTC | INFO     | app.app                   | Force refresh requested for ctd (m204). Bypassing cache.
2025-05-21 18:16:21.365 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:21.386 UTC | INFO     | app.app                   | Force refresh requested for waves (m204). Bypassing cache.
2025-05-21 18:16:21.386 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:21.402 UTC | INFO     | app.app                   | Latitude/Longitude not provided for forecast. Attempting to infer from telemetry for mission m204.
2025-05-21 18:16:21.402 UTC | INFO     | app.app                   | Force refresh requested for telemetry (m204). Bypassing cache.
2025-05-21 18:16:21.402 UTC | INFO     | app.app                   | Attempting remote load for telemetry (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:21.427 UTC | INFO     | app.app                   | Force refresh requested for weather (m204). Bypassing cache.
2025-05-21 18:16:21.427 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_realtime_missions (client=None)
2025-05-21 18:16:21.496 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for ctd (m204). Will try next path.
2025-05-21 18:16:21.496 UTC | INFO     | app.app                   | Attempting remote load for ctd (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:21.518 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for power (m204). Will try next path.
2025-05-21 18:16:21.518 UTC | INFO     | app.app                   | Attempting remote load for power (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:21.581 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for weather (m204). Will try next path.
2025-05-21 18:16:21.581 UTC | INFO     | app.app                   | Attempting remote load for weather (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:21.592 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for waves (m204). Will try next path.
2025-05-21 18:16:21.608 UTC | INFO     | app.app                   | Attempting remote load for waves (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:21.628 UTC | INFO     | app.app                   | File not found in realtime path (expected for past missions): http://129.173.20.180:8086/output_realtime_missions/m204-SV3-1070 (C34164NS) for telemetry (m204). Will try next path.
2025-05-21 18:16:21.628 UTC | INFO     | app.app                   | Attempting remote load for telemetry (mission: m204, remote folder: m204-SV3-1070 (C34164NS)) from base: http://129.173.20.180:8086/output_past_missions (client=None)
2025-05-21 18:16:21.685 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for power (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Amps%20Power%20Summary%20Report.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:21.685 UTC | WARNING  | app.app                   | All remote load attempts failed for power (m204). Falling back to default local.
2025-05-21 18:16:21.685 UTC | INFO     | app.app                   | Attempting fallback local load for power (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:21.697 UTC | INFO     | app.app                   | CACHE STORE: Storing power for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:21.718 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for ctd (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Seabird%20CTD%20Records%20with%20D.O..csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:21.718 UTC | WARNING  | app.app                   | All remote load attempts failed for ctd (m204). Falling back to default local.
2025-05-21 18:16:21.722 UTC | INFO     | app.app                   | Attempting fallback local load for ctd (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:22.085 UTC | INFO     | app.app                   | CACHE STORE: Storing ctd for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:22.154 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for waves (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/GPS%20Waves%20Sensor%20Data.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:22.154 UTC | WARNING  | app.app                   | All remote load attempts failed for waves (m204). Falling back to default local.
2025-05-21 18:16:22.154 UTC | INFO     | app.app                   | Attempting fallback local load for waves (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:22.163 UTC | INFO     | app.app                   | CACHE STORE: Storing waves for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:22.182 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for weather (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Weather%20Records%202.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:22.182 UTC | WARNING  | app.app                   | All remote load attempts failed for weather (m204). Falling back to default local.
2025-05-21 18:16:22.182 UTC | INFO     | app.app                   | Attempting fallback local load for weather (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:22.208 UTC | INFO     | app.app                   | CACHE STORE: Storing weather for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:22.224 UTC | WARNING  | app.app                   | Remote load attempt from http://129.173.20.180:8086/output_past_missions (client=None) failed for telemetry (m204): Client error '404 Not Found' for url 'http://129.173.20.180:8086/output_past_missions/m204-SV3-1070%20(C34164NS)/Telemetry%206%20Report%20by%20WGMS%20Datetime.csv'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:22.238 UTC | WARNING  | app.app                   | All remote load attempts failed for telemetry (m204). Falling back to default local.
2025-05-21 18:16:22.238 UTC | INFO     | app.app                   | Attempting fallback local load for telemetry (mission: m204) from C:\Users\ty225269\Documents\Python Playground\Data
2025-05-21 18:16:22.301 UTC | INFO     | app.app                   | CACHE STORE: Storing telemetry for m204 (from Local (Default Fallback): C:\Users\ty225269\Documents\Python Playground\Data\m204) into cache.
2025-05-21 18:16:22.309 UTC | INFO     | app.app                   | Inferred location for mission m204: Lat=45.59302324, Lon=-61.95577816
2025-05-21 18:16:22.317 UTC | INFO     | app.core.forecast         | Attempting to fetch marine forecast from: https://api.open-meteo.com/v1/marine?latitude=45.59302324&longitude=-61.95577816&hourly=wave_height,wave_direction,wave_period,windspeed_10m,winddirection_10m,ocean_current_velocity,ocean_current_direction,weathercode,temperature_2m,precipitation&timezone=GMT
2025-05-21 18:16:22.985 UTC | WARNING  | app.core.forecast         | HTTPStatusError when fetching https://api.open-meteo.com/v1/marine: 404 - Client error '404 Not Found' for url 'https://api.open-meteo.com/v1/marine?latitude=45.59302324&longitude=-61.95577816&hourly=wave_height%2Cwave_direction%2Cwave_period%2Cwindspeed_10m%2Cwinddirection_10m%2Cocean_current_velocity%2Cocean_current_direction%2Cweathercode%2Ctemperature_2m%2Cprecipitation&timezone=GMT'
For more information check: https://httpstatuses.com/404
2025-05-21 18:16:22.985 UTC | WARNING  | app.core.forecast         | Marine forecast API returned 404 for lat=45.59302324, lon=-61.95577816. Falling back to general forecast.
2025-05-21 18:16:22.985 UTC | INFO     | app.core.forecast         | Attempting to fetch general forecast from: https://api.open-meteo.com/v1/forecast?latitude=45.59302324&longitude=-61.95577816&hourly=temperature_2m,weathercode,precipitation,windspeed_10m,winddirection_10m&timezone=GMT
2025-05-21 18:17:12.515 UTC | INFO     | app.app                   | Force refresh requested for power (m204). Bypassing cache.
2025-05-21 18:17:12.520 UTC | INFO     | app.app                   | Attempting local load for power (mission: m204) from default local path: C:\Users\ty225269\Documents\Python Playground\Data
